catalogNumber,acceptedNameUsage,acceptedNameUsageID,sex,recordLevel,traitName,measurementType,measurementTypeID,measurementRemarks,measurementValue,measurementUnit
LACM ENT 602498,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 208592,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 602501,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 602542,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 601485,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 601515,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 601605,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 602556,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 601635,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 602537,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 602508,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 602270,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012230,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012235,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00014731,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012292,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012207,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012234,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012183,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012206,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012281,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012201,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012276,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012185,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,1616.8,square millimeters
UCSB-IZC00012212,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012220,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012209,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00015052,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00015025,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00014719,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00015239,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012270,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC No Number (41067?),"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012222,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00011271,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00015006,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00015225,"Xylocopa sonorina Smith, 1874",GBIF:9016167,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012193,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252699,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00011309,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252700,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00010301,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252701,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00010315,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252702,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012232,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252703,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012240,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252704,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012195,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252705,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012225,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252706,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012228,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252707,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012213,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252708,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00010437,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252709,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00010266,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252710,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012203,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252711,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00014978,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252712,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00014785,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252713,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00014787,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252714,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00010827,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252715,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00014711,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252716,female,individual,body size,surface area,NA,whole body excluding wings,759.7,square millimeters
UCSB-IZC00012237,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252717,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00010876,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252718,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012221,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252719,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00010896,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252720,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012216,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252721,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00012219,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252722,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00034456,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252723,female,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 601542,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252724,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 601525,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252725,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 601645,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252726,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 602434,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252727,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 602421,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252728,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 602412,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252729,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 602385,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252730,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 602436,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252731,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 602408,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252732,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 602396,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252733,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 601513,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252734,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 601543,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252735,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 602429,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252736,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 602431,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252737,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 602416,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252738,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 601609,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252739,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 602381,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252740,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 601578,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252741,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 602426,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252742,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
LACM ENT 602399,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252743,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00010398,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252744,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00009197,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252745,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00010406,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252746,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00009235,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252747,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00010293,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252748,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00010514,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252749,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00010449,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252750,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00009230,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252751,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00010296,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252752,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
UCSB-IZC00010388,"Xylocopa tabaniformis subsp. orpifex Smith, 1874",GBIF:6252753,male,individual,body size,surface area,NA,whole body excluding wings,NA,square millimeters
